,On Campus,Job Function,Unnamed: 0,Year,cnt,skill
1189,NonOCI,Consulting,19,2020,4,spreadsheets
1190,NonOCI,Consulting,20,2020,4,mentorship
1191,NonOCI,Consulting,21,2020,4,ecommerce
1192,NonOCI,Consulting,22,2020,3,html
1193,NonOCI,Consulting,23,2020,3,detail oriented
1194,NonOCI,Consulting,24,2020,3,outlook
1195,NonOCI,Consulting,25,2020,3,java
1196,NonOCI,Consulting,26,2020,3,sharepoint
1197,NonOCI,Consulting,27,2020,3,sap
1198,NonOCI,Consulting,28,2020,3,normalization
1199,NonOCI,Consulting,29,2020,3,javascript
1200,NonOCI,Marketing/Business/Sales Management,0,2011,44,excel
1201,NonOCI,Marketing/Business/Sales Management,1,2011,14,forecast
1202,NonOCI,Marketing/Business/Sales Management,2,2011,12,powerpoint
1203,NonOCI,Marketing/Business/Sales Management,3,2011,8,lean six sigma
1204,NonOCI,Marketing/Business/Sales Management,4,2011,8,word
1205,NonOCI,Marketing/Business/Sales Management,5,2011,8,access
1206,NonOCI,Marketing/Business/Sales Management,6,2011,6,statistics
1207,NonOCI,Marketing/Business/Sales Management,7,2011,5,team leadership
1208,NonOCI,Marketing/Business/Sales Management,8,2011,4,sql
1209,NonOCI,Marketing/Business/Sales Management,9,2011,4,strong leadership
1210,NonOCI,Marketing/Business/Sales Management,10,2011,4,pr
1211,NonOCI,Marketing/Business/Sales Management,11,2011,4,sas
1212,NonOCI,Marketing/Business/Sales Management,12,2011,4,telecommunication
1213,NonOCI,Marketing/Business/Sales Management,13,2011,3,crm
1214,NonOCI,Marketing/Business/Sales Management,14,2011,3,auditing
1215,NonOCI,Marketing/Business/Sales Management,15,2011,3,agile
1216,NonOCI,Marketing/Business/Sales Management,16,2011,3,cash flow
1217,NonOCI,Marketing/Business/Sales Management,17,2011,3,roi
1218,NonOCI,Marketing/Business/Sales Management,18,2011,2,advisory
1219,NonOCI,Marketing/Business/Sales Management,19,2011,2,virtualization
1220,NonOCI,Marketing/Business/Sales Management,20,2011,2,product design
1221,NonOCI,Marketing/Business/Sales Management,21,2011,2,react
1222,NonOCI,Marketing/Business/Sales Management,22,2011,2,visualization
1223,NonOCI,Marketing/Business/Sales Management,23,2011,2,mandarin
1224,NonOCI,Marketing/Business/Sales Management,24,2011,2,rest
1225,NonOCI,Marketing/Business/Sales Management,25,2011,2,stata
1226,NonOCI,Marketing/Business/Sales Management,26,2011,2,spss
1227,NonOCI,Marketing/Business/Sales Management,27,2011,2,erp
1228,NonOCI,Marketing/Business/Sales Management,28,2011,2,outlook
1229,NonOCI,Marketing/Business/Sales Management,29,2011,2,OEM
1230,NonOCI,Marketing/Business/Sales Management,0,2012,46,excel
1231,NonOCI,Marketing/Business/Sales Management,1,2012,13,powerpoint
1232,NonOCI,Marketing/Business/Sales Management,2,2012,10,access
1233,NonOCI,Marketing/Business/Sales Management,3,2012,10,word
1234,NonOCI,Marketing/Business/Sales Management,4,2012,8,forecast
1235,NonOCI,Marketing/Business/Sales Management,5,2012,7,sql
1236,NonOCI,Marketing/Business/Sales Management,6,2012,7,statistics
1237,NonOCI,Marketing/Business/Sales Management,7,2012,5,strong leadership
1238,NonOCI,Marketing/Business/Sales Management,8,2012,4,agile
1239,NonOCI,Marketing/Business/Sales Management,9,2012,4,sas
1240,NonOCI,Marketing/Business/Sales Management,10,2012,3,roi
1241,NonOCI,Marketing/Business/Sales Management,11,2012,3,lean six sigma
1242,NonOCI,Marketing/Business/Sales Management,12,2012,3,advisory
1243,NonOCI,Marketing/Business/Sales Management,13,2012,3,virtualization
1244,NonOCI,Marketing/Business/Sales Management,14,2012,3,adwords
1245,NonOCI,Marketing/Business/Sales Management,15,2012,3,auditing
1246,NonOCI,Marketing/Business/Sales Management,16,2012,3,cloud
1247,NonOCI,Marketing/Business/Sales Management,17,2012,3,pr
1248,NonOCI,Marketing/Business/Sales Management,18,2012,3,kpis
1249,NonOCI,Marketing/Business/Sales Management,19,2012,3,crm
1250,NonOCI,Marketing/Business/Sales Management,20,2012,2,spreadsheets
1251,NonOCI,Marketing/Business/Sales Management,21,2012,2,html
1252,NonOCI,Marketing/Business/Sales Management,22,2012,2,product design
1253,NonOCI,Marketing/Business/Sales Management,23,2012,2,procurement
1254,NonOCI,Marketing/Business/Sales Management,24,2012,2,seo
1255,NonOCI,Marketing/Business/Sales Management,25,2012,2,team leadership
1256,NonOCI,Marketing/Business/Sales Management,26,2012,2,spss
1257,NonOCI,Marketing/Business/Sales Management,27,2012,2,ecommerce
1258,NonOCI,Marketing/Business/Sales Management,28,2012,2,amazon web services
1259,NonOCI,Marketing/Business/Sales Management,29,2012,2,java
1260,NonOCI,Marketing/Business/Sales Management,0,2013,48,excel
1261,NonOCI,Marketing/Business/Sales Management,1,2013,13,forecast
1262,NonOCI,Marketing/Business/Sales Management,2,2013,13,access
1263,NonOCI,Marketing/Business/Sales Management,3,2013,11,powerpoint
1264,NonOCI,Marketing/Business/Sales Management,4,2013,9,statistics
1265,NonOCI,Marketing/Business/Sales Management,5,2013,9,sql
1266,NonOCI,Marketing/Business/Sales Management,6,2013,9,word
1267,NonOCI,Marketing/Business/Sales Management,7,2013,5,strong leadership
1268,NonOCI,Marketing/Business/Sales Management,8,2013,5,agile
1269,NonOCI,Marketing/Business/Sales Management,9,2013,5,lean six sigma
1270,NonOCI,Marketing/Business/Sales Management,10,2013,4,roi
1271,NonOCI,Marketing/Business/Sales Management,11,2013,4,crm
1272,NonOCI,Marketing/Business/Sales Management,12,2013,3,cloud
1273,NonOCI,Marketing/Business/Sales Management,13,2013,3,seo
1274,NonOCI,Marketing/Business/Sales Management,14,2013,3,procurement
1275,NonOCI,Marketing/Business/Sales Management,15,2013,3,sas
1276,NonOCI,Marketing/Business/Sales Management,16,2013,3,salesforce
1277,NonOCI,Marketing/Business/Sales Management,17,2013,3,telecommunication
1278,NonOCI,Marketing/Business/Sales Management,18,2013,3,pr
1279,NonOCI,Marketing/Business/Sales Management,19,2013,2,kpis
1280,NonOCI,Marketing/Business/Sales Management,20,2013,2,virtualization
1281,NonOCI,Marketing/Business/Sales Management,21,2013,2,ecommerce
1282,NonOCI,Marketing/Business/Sales Management,22,2013,2,auditing
1283,NonOCI,Marketing/Business/Sales Management,23,2013,2,spss
1284,NonOCI,Marketing/Business/Sales Management,24,2013,2,cash flow
1285,NonOCI,Marketing/Business/Sales Management,25,2013,2,react
1286,NonOCI,Marketing/Business/Sales Management,26,2013,2,team leadership
1287,NonOCI,Marketing/Business/Sales Management,27,2013,2,windows
1288,NonOCI,Marketing/Business/Sales Management,28,2013,2,stata
1289,NonOCI,Marketing/Business/Sales Management,29,2013,2,bayes
1290,NonOCI,Marketing/Business/Sales Management,0,2014,48,excel
1291,NonOCI,Marketing/Business/Sales Management,1,2014,13,access
1292,NonOCI,Marketing/Business/Sales Management,2,2014,13,word
1293,NonOCI,Marketing/Business/Sales Management,3,2014,13,powerpoint
1294,NonOCI,Marketing/Business/Sales Management,4,2014,10,forecast
1295,NonOCI,Marketing/Business/Sales Management,5,2014,6,statistics
1296,NonOCI,Marketing/Business/Sales Management,6,2014,5,sql
1297,NonOCI,Marketing/Business/Sales Management,7,2014,4,auditing
1298,NonOCI,Marketing/Business/Sales Management,8,2014,4,strong leadership
1299,NonOCI,Marketing/Business/Sales Management,9,2014,4,outlook
1300,NonOCI,Marketing/Business/Sales Management,10,2014,4,procurement
1301,NonOCI,Marketing/Business/Sales Management,11,2014,4,roi
1302,NonOCI,Marketing/Business/Sales Management,12,2014,4,lean six sigma
1303,NonOCI,Marketing/Business/Sales Management,13,2014,4,crm
1304,NonOCI,Marketing/Business/Sales Management,14,2014,4,spreadsheets
1305,NonOCI,Marketing/Business/Sales Management,15,2014,3,mentorship
1306,NonOCI,Marketing/Business/Sales Management,16,2014,3,visualization
1307,NonOCI,Marketing/Business/Sales Management,17,2014,3,telecommunication
1308,NonOCI,Marketing/Business/Sales Management,18,2014,3,spring
1309,NonOCI,Marketing/Business/Sales Management,19,2014,2,agile
1310,NonOCI,Marketing/Business/Sales Management,20,2014,2,seo
1311,NonOCI,Marketing/Business/Sales Management,21,2014,2,salesforce
1312,NonOCI,Marketing/Business/Sales Management,22,2014,2,html
1313,NonOCI,Marketing/Business/Sales Management,23,2014,2,ecommerce
1314,NonOCI,Marketing/Business/Sales Management,24,2014,2,oracle
1315,NonOCI,Marketing/Business/Sales Management,25,2014,2,sap
1316,NonOCI,Marketing/Business/Sales Management,26,2014,2,advisory
1317,NonOCI,Marketing/Business/Sales Management,27,2014,2,dashboard
1318,NonOCI,Marketing/Business/Sales Management,28,2014,2,erp
1319,NonOCI,Marketing/Business/Sales Management,29,2014,2,pr
1320,NonOCI,Marketing/Business/Sales Management,0,2015,47,excel
1321,NonOCI,Marketing/Business/Sales Management,1,2015,15,word
1322,NonOCI,Marketing/Business/Sales Management,2,2015,14,powerpoint
1323,NonOCI,Marketing/Business/Sales Management,3,2015,10,access
1324,NonOCI,Marketing/Business/Sales Management,4,2015,9,forecast
1325,NonOCI,Marketing/Business/Sales Management,5,2015,7,statistics
1326,NonOCI,Marketing/Business/Sales Management,6,2015,5,sql
1327,NonOCI,Marketing/Business/Sales Management,7,2015,4,auditing
1328,NonOCI,Marketing/Business/Sales Management,8,2015,4,procurement
1329,NonOCI,Marketing/Business/Sales Management,9,2015,4,outlook
1330,NonOCI,Marketing/Business/Sales Management,10,2015,3,strong leadership
1331,NonOCI,Marketing/Business/Sales Management,11,2015,3,crm
1332,NonOCI,Marketing/Business/Sales Management,12,2015,3,virtualization
1333,NonOCI,Marketing/Business/Sales Management,13,2015,3,pr
1334,NonOCI,Marketing/Business/Sales Management,14,2015,3,mentorship
1335,NonOCI,Marketing/Business/Sales Management,15,2015,3,kpis
1336,NonOCI,Marketing/Business/Sales Management,16,2015,3,spring
1337,NonOCI,Marketing/Business/Sales Management,17,2015,2,visualization
1338,NonOCI,Marketing/Business/Sales Management,18,2015,2,roi
1339,NonOCI,Marketing/Business/Sales Management,19,2015,2,lean six sigma
1340,NonOCI,Marketing/Business/Sales Management,20,2015,2,erp
1341,NonOCI,Marketing/Business/Sales Management,21,2015,2,agile
1342,NonOCI,Marketing/Business/Sales Management,22,2015,2,ecommerce
1343,NonOCI,Marketing/Business/Sales Management,23,2015,2,cloud
1344,NonOCI,Marketing/Business/Sales Management,24,2015,2,salesforce
1345,NonOCI,Marketing/Business/Sales Management,25,2015,2,sap
1346,NonOCI,Marketing/Business/Sales Management,26,2015,2,adobe
1347,NonOCI,Marketing/Business/Sales Management,27,2015,2,normalization
1348,NonOCI,Marketing/Business/Sales Management,28,2015,2,advisory
1349,NonOCI,Marketing/Business/Sales Management,29,2015,2,rest
1350,NonOCI,Marketing/Business/Sales Management,0,2016,45,excel
1351,NonOCI,Marketing/Business/Sales Management,1,2016,15,powerpoint
1352,NonOCI,Marketing/Business/Sales Management,2,2016,15,word
1353,NonOCI,Marketing/Business/Sales Management,3,2016,11,access
1354,NonOCI,Marketing/Business/Sales Management,4,2016,9,statistics
1355,NonOCI,Marketing/Business/Sales Management,5,2016,7,forecast
1356,NonOCI,Marketing/Business/Sales Management,6,2016,5,crm
1357,NonOCI,Marketing/Business/Sales Management,7,2016,5,outlook
1358,NonOCI,Marketing/Business/Sales Management,8,2016,4,auditing
1359,NonOCI,Marketing/Business/Sales Management,9,2016,4,procurement
1360,NonOCI,Marketing/Business/Sales Management,10,2016,4,sql
1361,NonOCI,Marketing/Business/Sales Management,11,2016,3,visualization
1362,NonOCI,Marketing/Business/Sales Management,12,2016,3,salesforce
1363,NonOCI,Marketing/Business/Sales Management,13,2016,3,agile
1364,NonOCI,Marketing/Business/Sales Management,14,2016,3,spring
1365,NonOCI,Marketing/Business/Sales Management,15,2016,3,mentorship
1366,NonOCI,Marketing/Business/Sales Management,16,2016,3,strong leadership
1367,NonOCI,Marketing/Business/Sales Management,17,2016,3,sas
1368,NonOCI,Marketing/Business/Sales Management,18,2016,2,spreadsheets
1369,NonOCI,Marketing/Business/Sales Management,19,2016,2,mandarin
1370,NonOCI,Marketing/Business/Sales Management,20,2016,2,pr
1371,NonOCI,Marketing/Business/Sales Management,21,2016,2,kpis
1372,NonOCI,Marketing/Business/Sales Management,22,2016,2,roi
1373,NonOCI,Marketing/Business/Sales Management,23,2016,2,virtualization
1374,NonOCI,Marketing/Business/Sales Management,24,2016,2,adobe
1375,NonOCI,Marketing/Business/Sales Management,25,2016,2,advisory
1376,NonOCI,Marketing/Business/Sales Management,26,2016,2,rest
1377,NonOCI,Marketing/Business/Sales Management,27,2016,2,normalization
1378,NonOCI,Marketing/Business/Sales Management,28,2016,2,ebitda
1379,NonOCI,Marketing/Business/Sales Management,29,2016,2,application binary interface
1380,NonOCI,Marketing/Business/Sales Management,0,2017,47,excel
1381,NonOCI,Marketing/Business/Sales Management,1,2017,16,access
1382,NonOCI,Marketing/Business/Sales Management,2,2017,16,powerpoint
1383,NonOCI,Marketing/Business/Sales Management,3,2017,16,word
1384,NonOCI,Marketing/Business/Sales Management,4,2017,8,forecast
1385,NonOCI,Marketing/Business/Sales Management,5,2017,7,statistics
1386,NonOCI,Marketing/Business/Sales Management,6,2017,5,mentorship
1387,NonOCI,Marketing/Business/Sales Management,7,2017,5,sql
1388,NonOCI,Marketing/Business/Sales Management,8,2017,4,crm
1389,NonOCI,Marketing/Business/Sales Management,9,2017,4,auditing
1390,NonOCI,Marketing/Business/Sales Management,10,2017,4,outlook
1391,NonOCI,Marketing/Business/Sales Management,11,2017,3,salesforce
1392,NonOCI,Marketing/Business/Sales Management,12,2017,3,visualization
1393,NonOCI,Marketing/Business/Sales Management,13,2017,3,virtualization
1394,NonOCI,Marketing/Business/Sales Management,14,2017,3,spring
1395,NonOCI,Marketing/Business/Sales Management,15,2017,3,procurement
1396,NonOCI,Marketing/Business/Sales Management,16,2017,3,microsoft word
1397,NonOCI,Marketing/Business/Sales Management,17,2017,2,strong leadership
1398,NonOCI,Marketing/Business/Sales Management,18,2017,2,sas
1399,NonOCI,Marketing/Business/Sales Management,19,2017,2,agile
1400,NonOCI,Marketing/Business/Sales Management,20,2017,2,adobe
1401,NonOCI,Marketing/Business/Sales Management,21,2017,2,sap
1402,NonOCI,Marketing/Business/Sales Management,22,2017,2,pr
1403,NonOCI,Marketing/Business/Sales Management,23,2017,2,cloud
1404,NonOCI,Marketing/Business/Sales Management,24,2017,2,graphic design
1405,NonOCI,Marketing/Business/Sales Management,25,2017,2,html
1406,NonOCI,Marketing/Business/Sales Management,26,2017,2,tableau
1407,NonOCI,Marketing/Business/Sales Management,27,2017,2,seo
1408,NonOCI,Marketing/Business/Sales Management,28,2017,2,roi
1409,NonOCI,Marketing/Business/Sales Management,29,2017,2,lean six sigma
1410,NonOCI,Marketing/Business/Sales Management,0,2018,43,excel
1411,NonOCI,Marketing/Business/Sales Management,1,2018,18,word
1412,NonOCI,Marketing/Business/Sales Management,2,2018,16,access
1413,NonOCI,Marketing/Business/Sales Management,3,2018,16,powerpoint
1414,NonOCI,Marketing/Business/Sales Management,4,2018,8,statistics
1415,NonOCI,Marketing/Business/Sales Management,5,2018,7,sql
1416,NonOCI,Marketing/Business/Sales Management,6,2018,7,forecast
1417,NonOCI,Marketing/Business/Sales Management,7,2018,5,mentorship
1418,NonOCI,Marketing/Business/Sales Management,8,2018,5,visualization
1419,NonOCI,Marketing/Business/Sales Management,9,2018,5,outlook
1420,NonOCI,Marketing/Business/Sales Management,10,2018,4,auditing
1421,NonOCI,Marketing/Business/Sales Management,11,2018,4,rest
1422,NonOCI,Marketing/Business/Sales Management,12,2018,4,crm
1423,NonOCI,Marketing/Business/Sales Management,13,2018,4,spring
1424,NonOCI,Marketing/Business/Sales Management,14,2018,4,procurement
1425,NonOCI,Marketing/Business/Sales Management,15,2018,3,adobe
1426,NonOCI,Marketing/Business/Sales Management,16,2018,3,agile
1427,NonOCI,Marketing/Business/Sales Management,17,2018,3,cloud
1428,NonOCI,Marketing/Business/Sales Management,18,2018,3,microsoft word
1429,NonOCI,Marketing/Business/Sales Management,19,2018,3,strong leadership
1430,NonOCI,Marketing/Business/Sales Management,20,2018,3,salesforce
1431,NonOCI,Marketing/Business/Sales Management,21,2018,3,sas
1432,NonOCI,Marketing/Business/Sales Management,22,2018,3,python
1433,NonOCI,Marketing/Business/Sales Management,23,2018,3,virtualization
1434,NonOCI,Marketing/Business/Sales Management,24,2018,2,kpis
1435,NonOCI,Marketing/Business/Sales Management,25,2018,2,advisory
1436,NonOCI,Marketing/Business/Sales Management,26,2018,2,spreadsheets
1437,NonOCI,Marketing/Business/Sales Management,27,2018,2,tableau
1438,NonOCI,Marketing/Business/Sales Management,28,2018,2,prediction
1439,NonOCI,Marketing/Business/Sales Management,29,2018,2,pr
1440,NonOCI,Marketing/Business/Sales Management,0,2019,48,excel
1441,NonOCI,Marketing/Business/Sales Management,1,2019,16,word
1442,NonOCI,Marketing/Business/Sales Management,2,2019,16,access
1443,NonOCI,Marketing/Business/Sales Management,3,2019,14,powerpoint
1444,NonOCI,Marketing/Business/Sales Management,4,2019,9,visualization
1445,NonOCI,Marketing/Business/Sales Management,5,2019,8,forecast
1446,NonOCI,Marketing/Business/Sales Management,6,2019,8,sql
1447,NonOCI,Marketing/Business/Sales Management,7,2019,8,statistics
1448,NonOCI,Marketing/Business/Sales Management,8,2019,7,mentorship
1449,NonOCI,Marketing/Business/Sales Management,9,2019,7,spring
1450,NonOCI,Marketing/Business/Sales Management,10,2019,5,adobe
1451,NonOCI,Marketing/Business/Sales Management,11,2019,5,crm
1452,NonOCI,Marketing/Business/Sales Management,12,2019,5,agile
1453,NonOCI,Marketing/Business/Sales Management,13,2019,5,graphic design
1454,NonOCI,Marketing/Business/Sales Management,14,2019,4,auditing
1455,NonOCI,Marketing/Business/Sales Management,15,2019,4,outlook
1456,NonOCI,Marketing/Business/Sales Management,16,2019,4,salesforce
1457,NonOCI,Marketing/Business/Sales Management,17,2019,4,dashboard
1458,NonOCI,Marketing/Business/Sales Management,18,2019,4,python
1459,NonOCI,Marketing/Business/Sales Management,19,2019,4,sas
1460,NonOCI,Marketing/Business/Sales Management,20,2019,4,cloud
1461,NonOCI,Marketing/Business/Sales Management,21,2019,3,tableau
1462,NonOCI,Marketing/Business/Sales Management,22,2019,3,advisory
1463,NonOCI,Marketing/Business/Sales Management,23,2019,3,photoshop
1464,NonOCI,Marketing/Business/Sales Management,24,2019,3,procurement
1465,NonOCI,Marketing/Business/Sales Management,25,2019,3,roi
1466,NonOCI,Marketing/Business/Sales Management,26,2019,3,indesign
1467,NonOCI,Marketing/Business/Sales Management,27,2019,3,spreadsheets
1468,NonOCI,Marketing/Business/Sales Management,28,2019,3,illustrator
1469,NonOCI,Marketing/Business/Sales Management,29,2019,2,prediction
1470,NonOCI,Marketing/Business/Sales Management,0,2020,43,excel
1471,NonOCI,Marketing/Business/Sales Management,1,2020,21,access
1472,NonOCI,Marketing/Business/Sales Management,2,2020,20,powerpoint
1473,NonOCI,Marketing/Business/Sales Management,3,2020,19,word
1474,NonOCI,Marketing/Business/Sales Management,4,2020,17,procurement
1475,NonOCI,Marketing/Business/Sales Management,5,2020,13,visualization
1476,NonOCI,Marketing/Business/Sales Management,6,2020,12,statistics
1477,NonOCI,Marketing/Business/Sales Management,7,2020,12,sql
1478,NonOCI,Marketing/Business/Sales Management,8,2020,8,tableau
1479,NonOCI,Marketing/Business/Sales Management,9,2020,6,sas
1480,NonOCI,Marketing/Business/Sales Management,10,2020,6,python
1481,NonOCI,Marketing/Business/Sales Management,11,2020,6,outlook
1482,NonOCI,Marketing/Business/Sales Management,12,2020,5,agile
1483,NonOCI,Marketing/Business/Sales Management,13,2020,5,forecast
1484,NonOCI,Marketing/Business/Sales Management,14,2020,5,auditing
1485,NonOCI,Marketing/Business/Sales Management,15,2020,4,adobe
1486,NonOCI,Marketing/Business/Sales Management,16,2020,4,html
1487,NonOCI,Marketing/Business/Sales Management,17,2020,4,dashboard
1488,NonOCI,Marketing/Business/Sales Management,18,2020,4,spreadsheets
1489,NonOCI,Marketing/Business/Sales Management,19,2020,4,cloud
1490,NonOCI,Marketing/Business/Sales Management,20,2020,4,virtualization
1491,NonOCI,Marketing/Business/Sales Management,21,2020,3,sap
1492,NonOCI,Marketing/Business/Sales Management,22,2020,3,visio
1493,NonOCI,Marketing/Business/Sales Management,23,2020,3,salesforce
1494,NonOCI,Marketing/Business/Sales Management,24,2020,3,ux
1495,NonOCI,Marketing/Business/Sales Management,25,2020,3,spring
1496,NonOCI,Marketing/Business/Sales Management,26,2020,3,prediction
1497,NonOCI,Marketing/Business/Sales Management,27,2020,3,microsoft word
1498,NonOCI,Marketing/Business/Sales Management,28,2020,3,mentorship
1499,NonOCI,Marketing/Business/Sales Management,29,2020,3,project management
1500,NonOCI,Manufacturing,0,2011,50,excel
1501,NonOCI,Manufacturing,1,2011,25,forecast
1502,NonOCI,Manufacturing,2,2011,25,product design
1503,NonOCI,Manufacturing,3,2011,17,word
1504,NonOCI,Manufacturing,4,2011,17,procurement
1505,NonOCI,Manufacturing,5,2011,8,prediction
1506,NonOCI,Manufacturing,6,2011,8,oracle
1507,NonOCI,Manufacturing,7,2011,8,powerpoint
1508,NonOCI,Manufacturing,8,2011,8,apics
1509,NonOCI,Manufacturing,9,2011,8,rest
1510,NonOCI,Manufacturing,10,2011,8,erp
1511,NonOCI,Manufacturing,11,2011,8,3d cad
1512,NonOCI,Manufacturing,12,2011,8,agile
1513,NonOCI,Manufacturing,13,2011,8,sap
1514,NonOCI,Manufacturing,14,2011,8,cad
1515,NonOCI,Manufacturing,15,2011,8,strong leadership
1516,NonOCI,Manufacturing,16,2011,8,OEM
1517,NonOCI,Manufacturing,0,2012,51,excel
1518,NonOCI,Manufacturing,1,2012,14,forecast
1519,NonOCI,Manufacturing,2,2012,14,procurement
1520,NonOCI,Manufacturing,3,2012,11,react
1521,NonOCI,Manufacturing,4,2012,9,lean six sigma
1522,NonOCI,Manufacturing,5,2012,9,auditing
1523,NonOCI,Manufacturing,6,2012,6,word
1524,NonOCI,Manufacturing,7,2012,6,erp
1525,NonOCI,Manufacturing,8,2012,6,relationship management
1526,NonOCI,Manufacturing,9,2012,6,product development
1527,NonOCI,Manufacturing,10,2012,6,sap
1528,NonOCI,Manufacturing,11,2012,6,access
1529,NonOCI,Manufacturing,12,2012,6,rfis
1530,NonOCI,Manufacturing,13,2012,6,vendor management
1531,NonOCI,Manufacturing,14,2012,6,product design
1532,NonOCI,Manufacturing,15,2012,3,roi
1533,NonOCI,Manufacturing,16,2012,3,cpa
1534,NonOCI,Manufacturing,17,2012,3,powerpoint
1535,NonOCI,Manufacturing,18,2012,3,apics
1536,NonOCI,Manufacturing,19,2012,3,normalization
1537,NonOCI,Manufacturing,20,2012,3,ims
1538,NonOCI,Manufacturing,21,2012,3,rfqs
1539,NonOCI,Manufacturing,22,2012,3,amazon web services
1540,NonOCI,Manufacturing,23,2012,3,scm
1541,NonOCI,Manufacturing,24,2012,3,strong leadership
1542,NonOCI,Manufacturing,25,2012,3,scbm
1543,NonOCI,Manufacturing,26,2012,3,ebitda
1544,NonOCI,Manufacturing,27,2012,3,spring
1545,NonOCI,Manufacturing,28,2012,3,bi
1546,NonOCI,Manufacturing,29,2012,3,OEM
1547,NonOCI,Manufacturing,0,2013,56,excel
1548,NonOCI,Manufacturing,1,2013,12,forecast
1549,NonOCI,Manufacturing,2,2013,9,product design
1550,NonOCI,Manufacturing,3,2013,9,strong leadership
1551,NonOCI,Manufacturing,4,2013,9,OEM
1552,NonOCI,Manufacturing,5,2013,9,powerpoint
1553,NonOCI,Manufacturing,6,2013,9,ebitda
1554,NonOCI,Manufacturing,7,2013,6,visio
1555,NonOCI,Manufacturing,8,2013,6,spss
1556,NonOCI,Manufacturing,9,2013,6,saas
1557,NonOCI,Manufacturing,10,2013,6,erp
1558,NonOCI,Manufacturing,11,2013,6,sql
1559,NonOCI,Manufacturing,12,2013,6,sas
1560,NonOCI,Manufacturing,13,2013,6,sap
1561,NonOCI,Manufacturing,14,2013,6,word
1562,NonOCI,Manufacturing,15,2013,6,procurement
1563,NonOCI,Manufacturing,16,2013,6,lean six sigma
1564,NonOCI,Manufacturing,17,2013,6,statistics
1565,NonOCI,Manufacturing,18,2013,3,photography
1566,NonOCI,Manufacturing,19,2013,3,ims
1567,NonOCI,Manufacturing,20,2013,3,client engagements
1568,NonOCI,Manufacturing,21,2013,3,4wd
1569,NonOCI,Manufacturing,22,2013,3,salesforce
1570,NonOCI,Manufacturing,23,2013,3,auditing
1571,NonOCI,Manufacturing,24,2013,3,mentorship
1572,NonOCI,Manufacturing,25,2013,3,mandarin
1573,NonOCI,Manufacturing,26,2013,3,gis
1574,NonOCI,Manufacturing,27,2013,3,agile
1575,NonOCI,Manufacturing,28,2013,3,telecommunication
1576,NonOCI,Manufacturing,29,2013,3,prediction
1577,NonOCI,Manufacturing,0,2014,57,excel
1578,NonOCI,Manufacturing,1,2014,19,word
1579,NonOCI,Manufacturing,2,2014,17,procurement
1580,NonOCI,Manufacturing,3,2014,13,auditing
1581,NonOCI,Manufacturing,4,2014,12,erp
1582,NonOCI,Manufacturing,5,2014,11,access
1583,NonOCI,Manufacturing,6,2014,10,forecast
1584,NonOCI,Manufacturing,7,2014,8,statistics
1585,NonOCI,Manufacturing,8,2014,7,powerpoint
1586,NonOCI,Manufacturing,9,2014,6,roi
1587,NonOCI,Manufacturing,10,2014,6,sql
1588,NonOCI,Manufacturing,11,2014,5,lean six sigma
1589,NonOCI,Manufacturing,12,2014,5,spreadsheets
1590,NonOCI,Manufacturing,13,2014,4,scm
1591,NonOCI,Manufacturing,14,2014,4,kpis
1592,NonOCI,Manufacturing,15,2014,4,sap
1593,NonOCI,Manufacturing,16,2014,4,agile
1594,NonOCI,Manufacturing,17,2014,4,bi
1595,NonOCI,Manufacturing,18,2014,4,qa
1596,NonOCI,Manufacturing,19,2014,3,outlook
1597,NonOCI,Manufacturing,20,2014,3,visio
1598,NonOCI,Manufacturing,21,2014,3,OEM
1599,NonOCI,Manufacturing,22,2014,3,strong leadership
1600,NonOCI,Manufacturing,23,2014,3,tco
1601,NonOCI,Manufacturing,24,2014,3,product design
1602,NonOCI,Manufacturing,25,2014,3,visualization
1603,NonOCI,Manufacturing,26,2014,3,spring
1604,NonOCI,Manufacturing,27,2014,2,mentorship
1605,NonOCI,Manufacturing,28,2014,2,telecommunication
1606,NonOCI,Manufacturing,29,2014,2,as9001
1607,NonOCI,Manufacturing,0,2015,56,excel
1608,NonOCI,Manufacturing,1,2015,23,word
1609,NonOCI,Manufacturing,2,2015,19,procurement
1610,NonOCI,Manufacturing,3,2015,15,erp
1611,NonOCI,Manufacturing,4,2015,15,powerpoint
1612,NonOCI,Manufacturing,5,2015,12,access
1613,NonOCI,Manufacturing,6,2015,11,auditing
1614,NonOCI,Manufacturing,7,2015,7,sql
1615,NonOCI,Manufacturing,8,2015,5,quest
1616,NonOCI,Manufacturing,9,2015,5,statistics
1617,NonOCI,Manufacturing,10,2015,5,visualization
1618,NonOCI,Manufacturing,11,2015,4,mentorship
1619,NonOCI,Manufacturing,12,2015,4,microsoft word
1620,NonOCI,Manufacturing,13,2015,3,rfp
1621,NonOCI,Manufacturing,14,2015,3,forecast
1622,NonOCI,Manufacturing,15,2015,3,sap
1623,NonOCI,Manufacturing,16,2015,3,tcc
1624,NonOCI,Manufacturing,17,2015,3,oracle
1625,NonOCI,Manufacturing,18,2015,2,normalization
1626,NonOCI,Manufacturing,19,2015,2,apics
1627,NonOCI,Manufacturing,20,2015,2,rfis
1628,NonOCI,Manufacturing,21,2015,2,qa
1629,NonOCI,Manufacturing,22,2015,2,document control
